responsable,estado,escuela,nivel,cct,colonia,alcaldia,trabajos_finales,trabajos_solicitados,modalidad,avance
ILIFE,CONTRATADO,ESCUELA SECUNDARIA TÉCNICA 72,SECUNDARIA,09DST0072T,LOMAS DE SAN BERNABE,LA MAGDALENA CONTRERAS,"IMPERMEABILIZACION, NUCLEO DE ESCALERAS, REHABILITACION DE SANITARIOS, REJILLAS.",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ALVARO OBREGON,PRIMARIA,09DPR1887I,LA MAGDALENA ATLITIC (PBLO),LA MAGDALENA CONTRERAS,"HERRERIA, PISO CERAMICO, CANCELERIA.",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MAESTROS MEXICANOS,PRIMARIA,09DPR2227G,SANTA TERESA,LA MAGDALENA CONTRERAS,"REHABILITACION DE ESCALERA DE EMERGENCIA, TECHUMBRE Y PINTURA.",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ALFONSO REYES,SECUNDARIA,09DES0166P,SAN BERNABE OCOTEPEC (PBLO),LA MAGDALENA CONTRERAS,"CISTERNA, TECHUMBRE, HERRERIA, CANCELERIA.",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JOSEFA DURAN,PREESCOLAR,09DJN0012C,PEDREGAL DE STO DOMINGO IX,COYOACAN,"SUSTITUCION DE MULTIPANEL, LUMINARIAS, REHA NUCLEOS SANITARIOS PROFESORES, HERRERIA, MALLA CICLONICA, CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,FAMILIA JUÁREZ MAZA,PREESCOLAR,09DJN0076N,PEDREGAL DE STO DOMINGO IX,COYOACAN,"REHAB NUCLEOS SANITARIOS, IMPERMEABILIZANTE, PINTURA, ANDADOR Y CUBIERTA",,EN LINEA,100.00%
ILIFE,CONTRATADO,TELESECUNDARIA 27,SECUNDARIA,09DTV0027U,PEDREGAL DE STO DOMINGO IX,COYOACAN,"IMPERMEABILIZANTE, REHAB NUCLEOS SANITARIOS, BAJDAS PLUVIALES, CUBIERTA",,HIBRIDO,100.00%
ILIFE,CONTRATADO,ALFONSO SIERRA PARTIDA,PRIMARIA,09DPR3231Z,PEDREGAL DE STO DOMINGO IX,COYOACAN,"IMPERMEABILIZANTE, ANDADOR, REHAB LAVABOS, CUBIERTA",,EN LINEA,100.00%
ILIFE,CONTRATADO,JOSÉ JESUS AGUILERA PALOMINO,PRIMARIA,09DPR4184M,PEDREGAL DE STO DOMINGO IX,COYOACAN,"IMPERMEABILIZANTE, FIRME DE CONCRETO, REHAB NUCLEOS SANITARIOS, CANCELERIA, LUMINARIAS, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,LUIS G. LEON,PRIMARIA,09DPR2378M,MORELOS I,CUAUHTEMOC,"REHAB FACHADAS, CANCELERIA, CUBIERTA",,EN LINEA,100.00%
ILIFE,CONTRATADO,MELCHOR OCAMPO,PREESCOLAR,09DJN0379H,MORELOS I,CUAUHTEMOC,"REHAB DRENAJE, LOSETA EN SANITARIOS, FIRMES DE CONCRETO, REPELLADOS, PINTURA, IMPERMEABILIZANTE",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JOSÉ MARÍA PINO SUÁREZ,PRIMARIA,09DPR2393E,MORELOS I,CUAUHTEMOC,"DEMOLICION LAVABOS, CUBIERTA",,EN LINEA,100.00%
ILIFE,CONTRATADO,GENERAL AUGUSTO CÉSAR SANDINO,SECUNDARIA,09DES0200F,MORELOS III,CUAUHTEMOC,"LUMINARIAS, MALLA CICLONICA, REHAB CISTERNA, PLACA METALICA EN MURO PERIMETRAL",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JAIME NUNO,PRIMARIA,09DPR2532P,MORELOS III,CUAUHTEMOC,"IMPERMEABILIZANTE, LUMINARIAS, PINTURA, MALLA CICLONICA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,CENTRO DE ATENCIÓN MÚLTIPLE No. 39,ESPECIAL - CAM,09DML0104S,PORTALES I,BENITO JUAREZ,"IMPERMEABILIAZACION, REHAB NUCLEOS SANITARIOS, INST ELECTRICA, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,CMDTE DE BOMBEROS JOSÉ SAAVEDRA DEL RAZO,PREESCOLAR,09DJN1016F,PORTALES III,BENITO JUAREZ,"IMPERMEABILIZACION, INST ELECTRICA, AREA JUEGOS INFANTILES, REHAB NICLEOS SANITARIOS, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,CARLOS A. CARRILLO,PRIMARIA,09DPR1172N,PORTALES I,BENITO JUAREZ,"IMPERMEABILIZACION, REHAB EDIF AULAS, PINTURA, INST ELECTRICA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,TELESECUNDARIA 32,SECUNDARIA,09DTV0032F,PORTALES I,BENITO JUAREZ,"IMPERMEABILIZACION, INST ELECTRICA, CUBIERTA, REHAB AULAS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,CAI SEP NO 16 JEAN PIAGET,INICIAL,09DDI0016C,PORTALES III,BENITO JUAREZ,"INST GAS, IMPERMEABILIACION, REHAB CUBIERTA EN PATIO, REHAB PISOS Y ANDADORES, PINTURA, CANCELERIA, HERRERIA, REHAB NUCLEOS SANITARIOS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,AZTECAS,SECUNDARIA,09DES0188A,PEDREGAL DE STO DOMINGO V,COYOACAN,"IMPERMEABILIZACION, REPELLADO Y PINTURA",,EN LINEA,100.00%
ILIFE,CONTRATADO,ESCUELA SECUNDARIA TÉCNICA 49,SECUNDARIA,09DST0049S,PEDREGAL DE STO DOMINGO III,COYOACAN,"IMPERMEABILIZACION, REPELLADO Y PINTURA",,EN LINEA,100.00%
ILIFE,CONTRATADO,XITLE,PRIMARIA,09DPR2769A,PEDREGAL DE STO DOMINGO V,COYOACAN,"CUBIERTA, BARDA PERIMETRAL, PINTURA",,EN LINEA,100.00%
ILIFE,CONTRATADO,TOHUI,PREESCOLAR,09DJN0911V,PEDREGAL DE STO DOMINGO III,COYOACAN,"CUBIERTA, LOSETA, PINTURA",,EN LINEA,100.00%
ILIFE,CONTRATADO,PROFR. SAMUEL DELGADO I. MOYA,PRIMARIA,09DPR2729Z,PEDREGAL DE STO DOMINGO IV,COYOACAN,"REPELLADO BARDA, PINTURA EN CUBIERTA Y ESCALERAS, IMPERMEABILIZACION, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,LUXEMBURGO,PRIMARIA,09DPR2218Z,LOMAS DE PLATEROS (U HAB) II,ALVARO OBREGON,"FIRMES DE CONCRETO, CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,TELESECUNDARIA 3,SECUNDARIA,09DTV0003K,LOMAS DE PLATEROS (U HAB) I,ALVARO OBREGON,"CANCELERIA, PUERTAS, PINTURA, CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,BENEMERITO DE LAS AMERICAS,PRIMARIA,09DPR1885K,AXOTLA,ALVARO OBREGON,"IMPERMEABILIZACION, INST ELECTRICA, PINTURA, CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,"LABORATORIO PEDAGÓGICO ""LAURO AGUIRRE"" ANEXO A LA ENMJN",PREESCOLAR,09DJN3000S,GUADALUPE INN,ALVARO OBREGON,"LOSETA, IMPERMEABILIZANTE, PINTURA EN PLAFONES, LUMINARIAS, REHAB ESCALERA, REHAB NUCLEOS SANITARIOS, REHAB DRENAJE",,EN LINEA,100.00%
ILIFE,CONTRATADO,RICARDO GÓMEZ,PRIMARIA,09DPR1908E,PROGRESO TIZAPAN,ALVARO OBREGON,"IMPERMEABILIZANTE, REPLLADO EN MUROS Y PLAFONES, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ANTON S. MAKARENKO,PREESCOLAR,09DJN0387Q,PORTALES I,BENITO JUAREZ,"REHAB DRENAJE, ADOQUIN, REHAB LOSA AZOTEA, BARDA PERIMETRAL, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MARTÍN LUIS GUZMAN,PRIMARIA,09DPR3109Z,PEDREGAL DE STO DOMINGO VI,COYOACAN,"IMPERMEABILIZANTE, SUST CUBIERTA MULTIPANEL, PINTURA, INST ELECTRICA, TINACOS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PROFR. RUBEN VIZCARRA Y CAMPOS,PRIMARIA,09DPR2683V,PEDREGAL DE STO DOMINGO II,COYOACAN,"CANCELERIA, PUERTAS, CUBIERTA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,DR. ANGEL MA. GARIBAY,PRIMARIA,09DPR2467F,PEDREGAL DE STO DOMINGO VII,COYOACAN,"BARDA PERIMETRAL, CUBIERTA, CANCELERIA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PROFR. RAMON DURAND,PRIMARIA,09DPR0123Y,PEDREGAL DE STO DOMINGO VII,COYOACAN,"FIRMES DE CONCRETO, SUST CUBIERTA MULTIPANEL, CANCELERIA, REHAB NUCLEOS SANITARIOS",,EN LINEA,100.00%
ILIFE,CONTRATADO,JUAN E. HERNANDEZ Y DAVALOS,PREESCOLAR,09DJN0318U,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,"CUBIERTA, TEJADO, LUMINARIAS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,FRANCISCO HERNÁNDEZ DE CÓRDOBA,PRIMARIA,09DPR2020P,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,"CUBIERTA, MUEBLES SANITARIOS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MAESTRO FELIX JIMÉNEZ NÁJERA,PRIMARIA,09DPR2021O,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,"BARANDALES EN PASILLO, IMPERMEABILIZANTE, CANCHA POLIDEPORTIVA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,FRANCISCO MONTERDE,SECUNDARIA,09DES0162T,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,"IMPERMEABILIZANTE, BOTAGUAS, CUBIERTA, INST. ELECTRICA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PROFR. NARCISO RAMOS GALICIA,PRIMARIA,09DPR2953Y,SAN PEDRO TLAHUAC (PBLO),TLAHUAC,"CUBIERTA, ADOQUIN",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ESCUELA SECUNDARIA PROFESOR CARLOS BENÍTEZ DELORME,SECUNDARIA,09DES0051O,NIÑOS HEROES DE CHAPULTEPEC,BENITO JUAREZ,"AMPLIACION DE AULAS, IMPERMEABILIZACION",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ESCUELA TELESECUNDARIA NO.116,SECUNDARIA,09DTV0116N,INDEPENDENCIA,BENITO JUAREZ,"CANCLERIA, HERRERIA, FIRMES DE CONCRETO, PINTURA, CANALETA EN TECHUMBRE, LUMINARIAS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,LIC. EDUARDO NOVOA,PRIMARIA,09DPR1323C,PORTALES III,BENITO JUAREZ,"CANCELERIA, PROTECCIONES, REHAB ESCALERA DE EMERGENCIA, IMPERMEABILIZACION",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ESCUELA SECUNDARIA MTRO. JUAN G. HOLGUÍN,SECUNDARIA,09DES0023S,JUAREZ,CUAUHTEMOC,"BARDA PERIMETRAL, IMPERMEABILIZACION",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JARDÍN DE NIÑOS ANEXO CENTRO ESCOLAR REVOLUCION,PREESCOLAR,09DJN0742Q,DOCTORES I,CUAUHTEMOC,"CUBIERTA, FIRMES DE CONCRETO, REHAB NUCLEOS SANITARIOS, ADOQUIN",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,CALNAHUAC,PREESCOLAR,09DJN0983O,VILLA MILPA ALTA (PBLO),MILPA ALTA,"PINTURA EN EDIFICIO Y AULAS, ESCALERA DE EMERGENCIA, DEMOLICION DE AREA DE JUEGOS.",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ESCUELA SECUNDARIA TEUTLI,SECUNDARIA,09DES0009Z,SAN ANTONIO TECOMITL (PBLO),MILPA ALTA,"HERRERIA, CANCELERIA, IMPERMEABILIZANTE, APLANADOS",,EN LINEA,100.00%
ILIFE,CONTRATADO,IXTAYOPAN,PREESCOLAR,09DJN0955S,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC," PINTURA EN FACHADA DE EDIFICIO DE AULAS
 PINTURA EN FACHADA PRINCIPAL EXTERIOR
 REFUERZO ESTRUCTURAL DE ENTRELOSA
 CANCELERIA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JOSÉ CLEMENTE OROZCO,PREESCOLAR,09DJN0964Z,SAN MIGUEL ZAPOTITLA,TLAHUAC," IMPERMEABILIZACIÓN 
 PINTURA EN FACHADA PRINCIPAL EXTERIOR
 PINTURA EN FACHA DE EDIFICIOS DE AULAS 
 CAMBIO DE LUMINARIAS 
 COLOCACIÓN DE LOSETA EN NÚCLEOS SANITARIOS PARA MAESTROS
 MURO DE DUROCK
 MUEBLES SANITARIOS PARA MAESTROS",,EN LINEA,100.00%
ILIFE,CONTRATADO,DANIEL COSIO VILLEGAS,PRIMARIA,09DPR0019M,SAN MIGUEL ZAPOTITLA,TLAHUAC," IMPERMEABILIZACIÓN 
 PINTURA EN FACHADA DE EDIFICIOS DE AULAS
 PINTURA EN FACHADA PRINCIPAL EXTERIOR
 PINTURA EN AULA DIGITAL
 DESMANTELAMIENTO Y COLOCACIÓN DE BARANDAL
 CAMBIO DE MOBILIARIO SANITARIO
 LOSETA EN INTERIOR DE SANITARIOS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,ADOLFO RUIZ CORTINES,PREESCOLAR,09DJN0221I,PEDREGAL DE STO DOMINGO VII,COYOACAN,"INST. ELECTRICA, IMPERMEABILIZACION",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,WILFRIDO MASSIEU,PRIMARIA,09DPR2999T,PEDREGAL DE STO DOMINGO III,COYOACAN,"IMPERMEABILIZACION, CUBIERTA, IMAGEN URBANA, INST ELECTRICA",,EN LINEA,100.00%
ILIFE,CONTRATADO,LIC. EMILIO PORTES GIL,PRIMARIA,09DPR2956V,PEDREGAL DE STO DOMINGO I,COYOACAN,"CUBIERTA, REHAB BARDA PERIMETRAL, IMPERMEABILIZACION, CANCELERIA, REHAB NUCLEOS SANITARIOS, INST ELECTRICA",,EN LINEA,100.00%
ILIFE,CONTRATADO,DELEGACIÓN COYOACAN,SECUNDARIA,09DES0256H,PEDREGAL DE STO DOMINGO I,COYOACAN,"CUBIERTA, CANCELERIA",,EN LINEA,100.00%
ILIFE,CONTRATADO,MAESTRO JOSÉ GUADALUPE NAJERA JIMENEZ,PRIMARIA,09DPR0135C,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,"IMPERMEABILIZACION, INST HIDROSANITARIA, CUEBIERTA PARA ESCALERA, REHAB PLAFONES DE PASILLOS, PORTONES, FIRMES DE CONCRETO",,EN LINEA,100.00%
ILIFE,CONTRATADO,ESCUELA SECUNDARIA TÉCNICA 43,SECUNDARIA,09DST0043Y,LOS CIPRESES,COYOACAN,"CONSTRUCCION DE BARDA PERIMETRAL, PINTURA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,DAVID ALFARO SIQUEIROS,SECUNDARIA,09DES0149Z,LOS OLIVOS (FRACC),COYOACAN,"FIRMES DE CONCRETO, SUSTITUCION TECHUMBRE, LOSETA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JUAN AMOS COMENIO,SECUNDARIA,09DES0157H,PEDREGAL DE SANTA URSULA I,COYOACAN,"REHABILITACIÓN DE IMPERMEABILIZANTE EN AZOTEAS
PINTURA EN FACHADAS DE EDIFICIO DE AULAS Y ADMINISTRATIVO
PINTURA EN HERRERÍAS
REHABILITACIÓN DE VENTANAS DE HERRERÍA",,EN LINEA,100.00%
ILIFE,CONTRATADO,ESPERANZA LÓPEZ MATEOS,PRIMARIA,09DPR1974D,PEDREGAL DE SANTA URSULA I,COYOACAN,"REHABILITACIÓN DE IMPERMEABILIZANTE EN AZOTEAS
PINTURA EN FACHADAS DE EDIFICIO DE AULAS
PINTURA EN INTERIORES DE EDIFICIO DE AULAS
PINTURA EN HERRERÍAS DE EDIFICIO DE AULAS Y ÁREAS GENERALES
CAMBIO DE TINACOS POTABLES
CAMBIO DE LUMINARIAS
MANTENIMIENTO EN PISOS DE CONCRETO
REHABILITACIÓN ESTRUCTURAL DE EDIFICIO DE AULAS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,CAI SEP NO 08 LUIS G. URBINA,INICIAL,09DDI0008U,EL CENTINELA,COYOACAN,REABHILITACION DE ESTRUCTURA,,PRESENCIAL,100.00%
ILIFE,CONTRATADO,MIXQUIC,PREESCOLAR,09DJN0644P,SAN ANDRES MIXQUIC (PBLO),TLAHUAC,"IMPERMEABILIZANTE, PINTURA, NUCLEOS SANITARIOS NUEVOS, REHAB NUCLEOS SANIT EXISTENTES, BAJADAS PLUVIALES",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,CRISTÓBAL COLÓN,PRIMARIA,09DPR2027I,SAN ANDRES MIXQUIC (PBLO),TLAHUAC,"REHAB MURO PERIMETRAL, SUST LONARIA, PINTURA, LUMINARIAS",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,SECUNDARIA TECNICA 34 LUIS MASSIU,SECUNDARIA,09DST0034Q,SAN ANDRES MIXQUIC (PBLO),TLAHUAC,"BARDA PERIMETRAL, PINTURA, IMPERMEABILIZANTE, CANCELERIA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,JOSÉ TRINIDAD SAN MIGUEL PINEDA,PREESCOLAR,09DJN1290L,SAN ANDRES MIXQUIC (PBLO),TLAHUAC,"SUST LONARIA, PINTURA EN HERRERIA, IMPERMEABILIZANTE, LOSETA",,PRESENCIAL,100.00%
ILIFE,CONTRATADO,PROFR. TOMAS FREGOSO,PRIMARIA,09DPR3234X,SAN ANDRES MIXQUIC (PBLO),TLAHUAC,"IMPERMEABILIZANTE, LONARIA, BANCAS DE CONCRETO, REHAB NUCLEOS SANITARIOS",,PRESENCIAL,100.00%
